,_unit_id,text,description,gender
12,1113202375,"Fueled by #metoo, Women's March returns
https://t.co/XSDJOFjrOL via @AllyKraemer @ashleyzilka",Reporter for http://t.co/Qi8sU2Lge2. Wife of The Schwarz. Two kids. More cats.,female
13,5627542,How Wall Street Keeps #MeToo Claims Out of the Spotlight https://t.co/iewdiieJhk https://t.co/rlLPznDVlI,"Covering tech for The @WSJ. Via @MAColumbiaJourn, @EmoryUniversity. Member, #GoalkeepersUnion ⚽️👐 DM for Signal. 📩 Get my stories via email 👇",female
14,840964110766465029,'Marvelous Mrs. Maisel' Strikes a #MeToo Chord https://t.co/GnPPM7z9le,The latest news of interest about #Television #TV in one place!,female
15,2982729046,March 8th - International Women's day sees the  #MeToo poetry anthology published  - will support Women's Aid with… https://t.co/RCc01QDdC4,"Writer, Editor of Fair Acre Press, Nature, Art, Book & Science enthusiast",female
16,527095730,"How Bo Burnham’s Eighth Grade Reflects Our #metoo Moment - They say that Hollywood is high school but with money, a… https://t.co/rZJzVBUYKr",We make all kinds of podcasts for all kinds of people. Check out programs at our website...mobile friendly. This is our pop culture news feed...,female
17,4704367111,Democrats today #ReleaseTheMemo #SchumerShutdown #metoo #TrumpShutdown #LiberalismIsAMentalDisorder #MAGA2018… https://t.co/Xm8x2kr2OE,Humanitarians of the 1%. Meet The Clooneys: Enemies of Democracy https://t.co/WDOwXWXb46,female
18,631181801,#MeToo and the Marketing of Female Narrative https://t.co/uG50eDRwbT,"Working Artists and Art Activists in New York City... Graphic-Visual Arts-Writers-Cinema-Video-Sculpture-Woodwork-Theater-Dance. Images credited when known,",female
19,950843133595652096,"""Change is inevitable...I'm pretty encouraged right now. What it's doing is bringing more opportunities for women..… https://t.co/ytJfSj8CaE", ,female
20,4081106480,"Ep. 88 - #MeToo Ends: Not With A Bang, But A Whimper: The @MichaelJKnowles Show https://t.co/WS7TQOmL30 https://t.co/OFVyb2BWTw","Official Twitter Feed of The Daily Wire.  Follow Editor-in-Chief @benshapiro. Email Ben at bshapiro@dailywire.com.
Contact Twitter admin @warriorwoman91",female
21,757764801871302656,"Ep. 88 - #MeToo Ends: Not With A Bang, But A Whimper: The @MichaelJKnowles Show https://t.co/3go7PtstYY https://t.co/mJcn9k6TlF","Consulting Guru @realDailyWire

AKA @warriorwoman91",female
22,755588092497580032,"Ep. 88 - #MeToo Ends: Not With A Bang, But A Whimper: The @MichaelJKnowles Show https://t.co/VtztRIA4vP https://t.co/IYHdImQWnY",Daily Wire Twitter Feed. For official handle see @realDailyWire.,female
23,47151064,Interesting Point on #MeToo/The Aziz Azari Incident https://t.co/bm6NTzYzhW,COMEX refugee. Berry Boy Forever. Shaolin's silliest smart guy.,female
24,954200401,We #March today in Chicago-for #justice #MeToo #thevote #choice #makingamericagreenagain #hope #solidarity #daca #… https://t.co/oD48HO7vxV, ,female
25,931700188695146497,We are a #Grassroots organization whose #mission is to #SaveLives by promoting #SafetyFirst in the #tvandfilm industry. #metoo,Health Television News Industry News Entertainment Celebrity,female
26,953290119531790342,@AnneMachado65 @HISTORY Yeah...except the #metoo movement was born out of Harvey Weinstein's behaviour and Trump is… https://t.co/sMhSatQoBU,🍷🐱🌗 🌻🎨,female
27,2166195704,Where Will 2018 Take The #MeToo Movement? https://t.co/DpeAWD6eJI,"Founder of Gigabyte Magazine,  Geek,Techie,Social entrepreneur, Steam advocate, father and husband.",female
28,355000663,@HodorIsBoring @Cybo1 @ThePledge In the wake of #metoo eyes have been opened with straight white men I know with th… https://t.co/yQquk1TnzX,citizen of nowhere,female
29,59491108,Brigitte Bardot Blasts ‘Hypocritical and Ridiculous’ #MeToo Movement https://t.co/rMaaZZjj6F,"Conservative, USA Patriot, Christian, NRA Life Member, Zionist, Capitalist, Pro-LIFE, Tea Party. Socialism & Communism offend me.",female
30,324578158,"@PhoneSexSecrets Some would say it's my fault for not negotiating better deal, just like some say it's that girls f… https://t.co/AjxEpRM0Ku","Adult content in my feed. Linux nut, Privacy nut, Socialist. He/Him but whatever. RT does not imply endorsement. I love herpetology.",female
31,933506128234844162,@Slate Until we move passes the fraudulent notion of chivalry and women know there is nothing wrong with just askin… https://t.co/KSGvnJByIK,Lost in the enigma of my mind twhere time and I are one.,female
32,895963015568404481,'Marvelous Mrs. Maisel' Strikes a #MeToo Chord https://t.co/xxdJhBbMnr,The latest news of interest about #Feminism in one place!,female
33,941444449841876994,Another French Actress sabotaging #MeToo in order to get back to the Dark Ages... https://t.co/ot9FIwGKnd,RaisedbyOptimusPrime|BabyAsianAmericanPrime to Learn Voice Self|All Tweets My Opinion|🔝@YaoMing #ivoryfree🐘Supporter|#AntiBullying,female
34,57099757,Any religious leader that tells you to stay in and stay quiet about an abusive relationship is complicit in your ha… https://t.co/JyHlv89yMw,"Associate Pastor @JourneyApopka.  Inspiring authentic relationships with God, self, & others.",female
35,33238058,"Margaret Atwood: ""Science fiction is really about now"": “The TV adaptation of her dystopian classic The Handmaid’s… https://t.co/EdV3XyH6cp","https://t.co/zEbDem1Go2 is a daily journal offering commentary and analysis across literature, philosophy, and the arts to over 24k subscribers.",female
36,471403554,"@Christa_Lamb @zeejaybay @tyler_attridge @DavidOAtkins @billmaher Maher was saying more than just ""degrees matter"",… https://t.co/045oHnNcTz", ,female
37,78419954,#MeToo: Anika Noni Rose Says She Was Sexually Assaulted On A Plane https://t.co/6ydEU5VpaR,"Starting Jan 4th 2018, Quincy Harris with K. Foxx in the mornings (@QHMShow) and DL Hughley in the afternoons on @RNBPhilly!",female
38,115099953,"Gender equality is not only a fundamental human right, but a necessary foundation for a peaceful, prosperous and su… https://t.co/KLDYjpztuP",Official @UN Twitter account for the 17 #GlobalGoals for Sustainable Development. Transforming our world by 2030.,female
39,3175673088,"This was interesting... 
Andrew Sullivan: #MeToo and the Taboo Topic of Nature https://t.co/p8SsrBEVtH via @intelligencer","I like to tweet about Jesus, conservative politics and funny stuff :)",female
40,823960931684257793,@ms_black_kitty @HISTORY With a mere 130k? Give me a break! Besides even if true NONE of that happened IN the Oval… https://t.co/Dj3N8oGxEm,General News Government & Politics News Weather,female
41,24757679,The latest GailyNews! https://t.co/BVw4PP3AXa #winterolympics #metoo,"Our app is available for Android and iOS:
iOS: http://t.co/FzLJDWfHOj - - - - - - - - - - Android: http://t.co/JQB7JFZa1J - - - - - - - - - -
Pls download/share",female
42,26655063,"“The Divine right of husband’s, like the Divine right of kings. May, it is hoped, in this enlightened age, be conte… https://t.co/nyARevCN0p","Professional Writer, Photographer, Activist, Former U.S. Congressional Aide, Genealogist #ShePersisted #UniteBlue",female
43,47794752,One year ago today. #Metoo https://t.co/YFausoVeBl,"Woke. Wife, mom, daughter, sister, Jamerican, Howard U Bison and G-town Law Hoya. Journalist. Recovering lawyer. Lapsed vegan. A retweet is not an endorsement.",female
44,1703435334,"@billmaher #MeToo movement - painful but healthy for society.

#YouHaveDickSoYouAreDick mentality - unhealthy.","I ❤️ Science, Liberty, Freedom of Thoughts & Beers. Philosophically Agnostic, Culturally Hindu.",female
45,803183250,Ho aggiunto un video a una playlist di @YouTube: https://t.co/Y4qujIkG0O Explaining #MeToo criticism: The French love of freedom and,"internet surfer-talking about things as I see it
Black Cats- Rock-feminist-useless sarcasm-illogical-interests 4 pollution related health issues- Italian temper",female
46,953044053687459840,How Wall Street keeps #MeToo claims out of the spotlight https://t.co/HMt8KHeXSM via @WSJ,Mobilmachung der Liebe,female
47,304179492,@IanFortey @SethAbramson @larrywilmore said America will be saying #MeToo.,"🇺🇸Fights for justice, still love The Sims, Sarcoidosis sufferer and survivor. Member of #TheResistance & still in❤️w/Prince.",female
48,929850206480470016,@thedailybeast #metoo has become Taliban-like already. It’s only been a few months.,Now everybody—,female
49,72389498,How Wall Street Keeps #MeToo Claims Out of the Spotlight via @realrobcopeland @lizrhoffman @RachelEnsignWSJ  https://t.co/QT5RhhDGSH,"WSJ Logistics reporter. In past lives wrote about culture, lawyers, the environment. https://t.co/bfSu6srbcp",female
50,313255924,@NickWolfinger @primalpoly They will call you racist for questioning the tactics of BLM. They will call you a rape… https://t.co/Rs4QzGH1lb,"Musician, Skeptic. Science Lover. Plenty of College and Travel. Master D'bater. Repeated Ad homs earn you a mute or block. Argument not Argumentor",female
51,175612701,#MeToo isn’t enough. Now women need to get ugly | Barbara Kingsolver https://t.co/YLwUZyYtbP, ,female
52,113241375,There is a real danger of #metoo turning into McCarthyism in this era of social media lynching and naming names.,"Hate politicians, terrorists, Love TV, films, books, music and mountains. miss being in the USA.",female
53,909743718575611905,Patrícia Douglas (1917-2003) dancer; dragged MGM &amp; rapist through US courts &amp; court of public opinion despite haras… https://t.co/lTxaioF1Wa,"Violence against women and sex discrimination still exist. Women need reserved places, separate spaces and distinct services. Join our campaign to keep them.",female
54,2276359646,@panlidsid @Suffragentleman @Channel4News @cathynewman I suggest Margaret @MargaretAtwood on #metoo,"Smart-arse with a terrible attitude to authority who'll never amount to anything. Against Cults, Islam,SJW and Feminist nonsense.BTW that's Uranus in the pic!",female
55,175612701,"How should young women react as #MeToo moves into dating? Female writers discuss | Anne Perkins, Iman Amrani, Marie… https://t.co/HiHdIaeVJd", ,female
56,2176780082,"@Slate No, we shouldn’t wind down” #MeToo just b/c most victims aren’t assaulted by affluent/famous men. #MeToo giv… https://t.co/098Yn5GElp","It's a funny thing about life: If you refuse to accept anything but the best, you very often get it. -William Maugham",female
57,86495094,"Retweeted Andrew Sullivan (@sullydish):

Andrew Sullivan: #MeToo and the Taboo Topic of Nature... https://t.co/fXoGaVq6Ht","Host FRDH Podcast @ https://t.co/4lW7DX6P2e Are you listening?! Author: Emancipation & Ahmad's War, Ahmad's Peace",female
58,16168398,Jonathan Kay: Why a murderer may have a better future than a #MeToo accused https://t.co/FvmKE15vkd,"Author, commentator, blogger on citizenship, multiculturalism and public policy. Former govt executive with domestic & international experience. CGAI fellow",female
59,2542049629,"With a 4th Domestic Violence Conviction, there should be a counselling/mental health intervention too for this man.… https://t.co/THB12Ofghn",Accountant turned trainer and coach. Domestic Abuse Advocate. Passionate about all things female empowerment. Intuitive soul & analytical mind.,female
60,705342716847128577,@SafetyPinDaily Amen! I'm so proud of you all.... #WomensMarch2018 #MeToo Bravo!! https://t.co/sMj6ZNVQoq,Professional​ Native American artist & massage therapist #GoPakGo TRUMP supporters Get BLOCKED! #Impeach45 #NoDAPL #Resistance #GOPTaxScam #MeToo #ArcticRefuge,female
61,2777730772,Exhilarated Marching on Washington last year. Bundling up for #Women'sMarch #Toronto this year. #MMIW #MeToo Canadi… https://t.co/EYOKk3agK2,"Mom. Psychologist/Scientist/Advocate for Autism, Intellectual Disabilities & Mental Health. Love nature & C!C!C!  Opinions are mine, not my employer's.",female
62,461257676,See you @ the @WomensMarchTO ‼️‼️‼️ #TimesUp #MeToo,PHE/PSY @UofT grad. Former competitive figure skater & coach. Aspiring yogi. Blessed & grateful 💫,female
63,49303023,The sun is shining!! The temps are warming up! Perfect day to get out and march!! Join us!! #WomensMarchDC… https://t.co/Mjk4YdV9JC,Just a girl living in DC waiting for the world to change. Still With HER! 🙋🇺🇸 #RESIST TraitorTrUMP #OnwardTogether #BlueTsunami2018 #BlockedByChiefCovfefe,female
64,462316942,"@CookeCom @IndyMarisaK @markalesia @starwatchtim Agree.
I am afraid that Sandusky taught college ADs nothing. 
What… https://t.co/XL8ZPygTto","Jesus Christ is my Lord and Savior. My wife and kids are the greatest. What else is there to say? Ah, yes: I like liquids.",female
65,1462983042,We're deeply saddened to read social media posts over the last 24hrs involving a premises in Sudbury under the… https://t.co/fSGqTUWMwy,"A small but MIGHTY British Market Town in Suffolk, U.K. We're a Community of Love #SudburyLove ❤️. Proud to be the best & we don't hold back. ✌🏼️",female
66,494554046,"After all these #metoo stories, the thing that blew my mind the most was that James Franco has his own acting school",Just an Irish guy that loves to travel and have a good time,female
67,763393725112389633,@MissBeeBright @Quittt_ @AnnaNi_Cole #MeToo University (in fact school in general) does very little to prepare us f… https://t.co/LRxA23ghoS,God's chosen daughter. Lover of life and love. Tax enthusiast.,female
68,939271491165843458,"ICYMI
I have made some very serious allegations and would appriciate if someone would spare the time to hear my story
#MeToo #TimesUp","I felt violated, believe what i say",female
69,1016659218,"@billmaher Now, we've lost someone who fought hard for good liberal policy. It's extreme movements that act against… https://t.co/dQWIzEgl6D", ,female
70,1241408113,"Bill Maher: ‘I’m Down With #MeToo, I’m Not Down With #MeCarthyism’ https://t.co/DQVAqt8gsC",Life long democrat just trying to keep it real and in proper perspective. I speak truth to power. I criticize and block all RWNJs and Alt-Right idiots.,female
71,179177178,@THEREALRTU Also there seems to be no difference in vilifying people like Weinstein and someone  like Aziz Ansari..… https://t.co/xSUDvcQ4Pz, ,female
72,18309318,"This is a great, nuanced read: The reaction to the Aziz Ansari allegations shows #MeToo is more measured than its c… https://t.co/gSqPnblcMz",Author. Journalist. And the rest.,female
73,68521673,https://t.co/QSDiouXZjx The Catholic church have been doing this since the beginning of the church ⛪ #Metoo assaults by priest is normalized,"I am my brothers keeper I care about my fellow man;Excellence, Truth, Dignity, Integrity, Courage, Humanity, Access, Exposure, and Civility matter.",female
74,6258862,#MeToo and the Marketing of Female Narrative https://t.co/zE0BvSQpjK,"Law librarian, library/tech director, gardener & community builder with too much going on for a one line bio",female
75,1028533164,"#MeToo stories /
How we men can be better, do better to support women
#WhenIHear_IThinkOf_",it doesn't matter,female
76,998290735,The Hunt For Female Agency In The #MeToo Era - Refinery29 https://t.co/W9EJDJk6dc,"There is only one thing in the world worse than being talked about, and that is not being talked about.",female
77,273104967,"My column this week: why we march 

@WomensMarchCDA #canfem #metoo #itstime #WomensMarch2018 #canlab #cdnpoli 

To… https://t.co/tg3ifq2oEs",is the Atlantic Regional Director of Unifor - a union for everyone! Trade Unionist. Activist. Feminist. Mom. Spouse. Believer: A better world is possible.,female
78,447948421,The latest MUSIC FACTORY! https://t.co/R9DNGnyUMK #metoo,"Info-freak, sharing of others thoughts knowledge,experiences and abilities through multimedia channels.",female
79,187827177,Big 4 tells accountants to brace for #MeToo movement https://t.co/pccZ2JbRLJ via  @AcctsDaily @lanceScoular,"SELL empty seats, rooms, appointments, space@ Restaurant, Hotel, B&B,Tour, Magazine▶ @LanceScoular The Savvy Navigator ✴Navigating the Future✴ @beBee🐝Connect⬇",female
80,74036668,"@PFTompkins I mean you say that, but the #metoo folks have started holding congressional hearings and had james Fra… https://t.co/NYkBKu8T3O",giant.,female
81,2461887810,Men asked if they could still hug women after #MeToo and they’re being absolutely destroyed for it https://t.co/E0aXgPuXjl,Seriously addictive news. From the @independent. Follow our journalists at https://t.co/7gdZ2pfZCz,female
82,883622431948021761,"@SANDIPANMITRA6 @BDUTT @bainjal @Bhupendrapawars @sanjayuvacha Consider 
1) The person that penned the original art… https://t.co/Tfw8EnFqbW",I am my brother's keeper. I am my sister's sister.,female
83,821470108895813632,"A year after @realDonaldTrump's inauguration we stand up for equality, respect, and human rights! 
#MeToo #TimesUp… https://t.co/tmtai0Mgv1","Women's March Rome stands with women all across the world in defending progressive values. We are the official Rome, Italy, chapter of the Women's March.",female
84,881792363143860224,here we go #MeToo https://t.co/SkkJduFRB4,"Democracy,Freedom,Equality! just Lies and we not ready yet! ✋",female
85,1669980282,The way you dressed NEVER gives someone permission to touch you. Never. #metoo #TimesUp https://t.co/YuanRWf2IO,"In peace, may you leave the shore. In love, may you find the next. Safe passage on your travels until our final journey to the ground. May we meet again.-The100",female
86,413040034,"If it would be wrong in a relationship, #dontdo it on a one night stand.
#metoo #MeToo",An ass and a fool and a prating coxcomb.,female
87,232769505,"[really thoughtful piece on #MeToo, consent, and what now] It's Time to Map the Wilderness of Bad Sex https://t.co/E1hXG8isJI via @jezebel","feminist, writer, phd student in english and literary studies @uwmadison, #foreverduke '14 https://t.co/x3QoTkOFGQ",female
88,849456088298782723,A coin purse or a Ziplock bag full of grape jelly. #MeToo #Youtooloud https://t.co/cAR76JYtFQ,"Mother, wife, dilettante | @ASU Grad 2017 | Digital Content Producer @WEARTV | Work in Progress",female
89,30129303,"#metoo 

Read: Garbage Generation: https://t.co/ppIq1dX78q https://t.co/AlkCD8wgHG","Defend Western civilization, and save your soul. Learn about traditional-style Catholicism at the link below:",female
90,130836664,Can we all stop being surprised that older women are objecting to #metoo? They’ve spent their entire lives holding… https://t.co/Z9VvjNddqI,Head of Children’s Publishing @KRPbooks @Templarbooks @BigPicturePress @WeldonOwenUK @StudioBooks | Blogger https://t.co/nkY5P7bqlY | 48% | Hiker | Dog lover |,female
91,37384104,The latest St. Euphony's Chronicle! https://t.co/bDmSLjqCE4 Thanks to @thefintechworld #metoo #jajaja,Nurturing thru music since 2000,female
92,95463107,"*His treatment of women who have accused him of abusing and/or molesting them. (Despite wishful thinking, those cha… https://t.co/KZxDsW5Ay6","Author/Commentator; Contributor/Analyst, MSNBC; Knight Commission on Trust, Media and Democracy; Advisory Committee, Democracy Fund; Email: cjaysykes@gmail.com",female
93,972317964,#MargaretAtwood: ‘I am not a prophet. #Sciencefiction is really about now’ https://t.co/3WTOs88u38 #HandmaidsTale… https://t.co/cPWhC6sT4O,"The World is my country, all mankind are my brethren, and to do good is my religion.  Thomas Paine  #Resistance",female
94,256495314,"Regardless of what @U2's #Bono might have meant, perhaps it is time for a #MeToo like tipping point in the music in… https://t.co/20KpjKlWUL",https://t.co/LGesb4pt66 for India & Indians in the world. Live. Follow us on https://t.co/VQ9x6mA1ux,female
95,110396781,"These guys started a group to discuss men’s role in rape culture, consent and #MeToo. https://t.co/3B0KKbsnyL","AJ+ is news for the connected generation, sharing human struggles, and challenging the status quo. Download the app to be a part of a global community.",female
96,14051156,"Poignant commentary from @iamsambee 

#MeToo Backlash | January 17, 2018 Act 1 | Full Frontal on TBS… https://t.co/SEcTzF6jku",Forbes & Fortune-Listed #Entrepreneur & Innovator | #Podcasts | #AR | #Games | #TechLiteracy |🌸 | RTs &#8800; Endorsements | @COMatBU Alum (I said #blockchain),female
97,862109300294111233,"@quadad4 @SpeakerRyan If He's ""Smooth"" Enough To ""Talk"" Me Into ""It"", How Is It He Is Not ""Smooth"" Enough To Take P… https://t.co/PgxlREDSxM","Proud Supporter Of #TheResistance👊 
TrumpLoather/MuellerFan👈 
Honest American🇺🇸

#StandWithDreamers
#TakeAKnee
#MeToo",female
98,14688438,When will Melania say Enough. Bolt. And join #MeToo  https://t.co/i0odeyuGEJ,PR/media pro...Red Sox fanatic living behind enemy lines in NYC suburbs. Survivor of ABC & CBS Schnooze. john@johnlgoodman.com,female
99,1016659218,"@billmaher This is why I love Bill. He breaks through the monotony. Granted, I believe #metoo thinks small indiscre… https://t.co/HPKi5CNRXV", ,female
100,817913921931739136,The Fake #Feminism Of The #MeToo Backlash | HuffPost https://t.co/F3WgYREohc,@ActivismArt | @KarmicAction | @KassandraSeven,female
101,2311080733,@THEREALRTU They probably are some lies in the #metoo  movement. And your son woke you up didn't he Rich. 😅, ,female
102,945447714279641088,@AlizeeYeezy @bertyfish Even as an innocent bystander I feel like I caught some #metoo shrapnel from that.,someday ima marry young charlton heston,female
103,3077557533,"A hashtag campaign does not a revolution make. We need to ensure #metoo doesn’t box us into being victims, we are p… https://t.co/zWYVaIugWY",Labour | Feminism | @SOAS alumni. Often found @fawcettsociety and campaigning @genrentuk. Views mine,female
104,728706433,Lorde says effects of the #MeToo movement are ‘overdue and vital’ https://t.co/oq4TO3HkCr https://t.co/u119GNk7Nq,"Filmes, séries, música, arte e outras coisitas mais.",female
105,52750847,#METOO how does @CoreyBooker2020 @CoreyBooker look at himself in the mirror. He needs a show with Bill Mahr! https://t.co/pENxsIScpO, ,female
106,362454788,"I feel this discussion is in a different category to #MeToo Intimidating experience is not always an abuse of power
https://t.co/IQWfLnAgFV","Award-nominated writer, poetess and software programmer. Usually found thinking with pen in mouth.",female
107,62918894,The latest Chico Stylist Daily! https://t.co/2XkzWIzrzY #hannity #metoo,"Where a real women can go for relevant advice on style and clothes. Styling women into beautiful confident, expressive, sophisticated, and engaging woman.",female
108,907624887023435778,Robert Redford: #MeToo is ‘tipping point’ for Hollywood | Entertainment https://t.co/5IDQoqo98l https://t.co/HtE53zH3jf,"TachJokers covers tutorial, tips and tricks on Software,Lifestyle,Security,Startups,Windows and many Other Topics.",female
109,15164565,The reaction to the Aziz Ansari allegations shows #MeToo is more measured than its critics claim:… https://t.co/K69n7LpUJA,Welcome to Slate's new look.,female
110,49303023,This is beautiful!! Thank you ROME!!!! #WomensMarch #MeToo #TimesUP https://t.co/iYA8jCYgC8,Just a girl living in DC waiting for the world to change. Still With HER! 🙋🇺🇸 #RESIST TraitorTrUMP #OnwardTogether #BlueTsunami2018 #BlockedByChiefCovfefe,female
111,29276292,#MeToo I was proud to be given the microphone to recite the pledge of allegiance on stage the day I was sworn in https://t.co/jWQtKEuGhl,"People are like the layers of the earth, topsoil, subsoil and the scum of the earth. Where do you fit in?",female
112,2982729046,March 8th - International Women's day sees the  #MeToo poetry anthology published  - will support Women's Aid (sale… https://t.co/kXYcXqg3OF,"Writer, Editor of Fair Acre Press, Nature, Art, Book & Science enthusiast",female
113,831893934204936192,"Hats off to @NJLahori @FriehaAltaf and @Maheenkhanpk on speaking about child abuse. True stars! #Inspiration #metoo

https://t.co/80rWX2FYAN",Age is just a number| opinion maker| fashion| lifestyle |skincare| travel |relationship,female
114,3303713149,"As #MeToo movement grows, Sundance Film Festival aims to showcase strong women 

https://t.co/hE1lHaXThS… https://t.co/OoYeYMSWMn",The UNTOLD Stories of a Scotland Yard Crime Scene Photographer. Writing Memoir & Fiction. Aspiring screenwriter and filmmaker.,female
115,800819297161396225,#MeToo unless of course the unwanted advances come from a female impersonator then its #YouBigot… https://t.co/8z8T2GCctR,"Eu sou eu e licuri é um coco de altura proporcional a minha.
Perfil de cunho mordaz, satírico, dicaz, corrosivo, maledicente, epigramático, ácido,...",female
116,16171897,#MeToo and the Marketing of Female Narrative https://t.co/0DtJT4hetJ, ,female
117,191047911,"If a radical feminist show  her hostility, speed and power melt her ridiculous ideology.
#MeToo","Salveヽ(・∀・)ノ
「やっぴー」と発音してください。
Emancipation!!",female
118,702547048885850112,@bertyfish I am going to report you now #metoo,Professional shitposter. Journalist for https://t.co/sqhvFMSFbA. Satirist for @NewMediaCentral. I identify as your Reptilian King. My pronouns: Your Majesty.,female
119,23267899,The latest B-Digg News! https://t.co/APqBBqkxOO #metoo #snus,"Geographer, Esperantist, Beer Ponger Extraordinaire, Partyboy, Junk Food Connoisseur, Culinarian, Amateur DJ. Fan of LSU Tigers, Saints, Jets, Hornets, Celtics.",female
120,896185988116099076,"@Scope2lo @YouTube and yes, that was insightful and a departure from his recent craziness. #ijumpedthegun according… https://t.co/LsygHFnT7J",gaylord into scat. its all jokes. my lives are infinite,female
121,15486535,"@nettie1969 #MeToo - plus the joys of having a bowel that’s not just irritable, it’s downright grumpy.. bring on the menopause 😡","Living life in the bus lane.. Loves family, friends, #readingfc and chocolate. Not necessarily in that order.",female
122,4890654910,What the Outrage on #MeToo Twitter Misses https://t.co/U1CFuRxwM5,I am a news curator bot. I scan the internet for interesting news and tweet about it.,female
123,14076765,Anniversary of Women’s March Electrified by #MeToo Movement https://t.co/pkKigFqyFp https://t.co/tj9iivQ2m4,"Publishing, Promotion, Music and more.  https://t.co/Fub5HTjS5W,  https://t.co/H7sR22sPon, https://t.co/WoCCcfsy4O",female
124,2325320834,Anniversary of Women’s March Electrified by #MeToo Movement https://t.co/DdqQxnIkyW https://t.co/v6mo4Vej3m,"MedicalBoox is a website that collects headlines, snippets and content of health related stories from other websites. -http://t.co/bFunVNyojO",female
125,757982785114103808,Anniversary of Women’s March Electrified by #MeToo Movement https://t.co/2IQHaNsV3d https://t.co/8N9xyKiVmv,aboutdogs.eu... we love dogs!,female
126,2369186978,Anniversary of Women’s March Electrified by #MeToo Movement https://t.co/tNQ6Yhfahz https://t.co/T6Z7BdE1MR,"Pinmania helps you collect,share and organize things you love",female
127,2325266599,Anniversary of Women’s March Electrified by #MeToo Movement https://t.co/K1gySCRivC https://t.co/0P53Us1r7M, ,female
128,2297842236,Anniversary of Women’s March Electrified by #MeToo Movement https://t.co/YKgwrXKnIp https://t.co/GckLO8IUlV,Κάθε μέρα νέα κόλπα,female
129,21737718,Anniversary of Women’s March Electrified by #MeToo Movement https://t.co/6NV4y1iDvA https://t.co/8GXU3krKcJ,A very sensitive blogger,female
130,21587858,Anniversary of Women’s March Electrified by #MeToo Movement https://t.co/BWaIUIyEXb https://t.co/dTiVNCo3r0,"Musician, psychologist, blogger, business woman, publisher,
 musicienne, psychologue, photographe, femme d' affaires, éditrice",female
131,14860052,The latest Journalism Unplugged! https://t.co/6nVd728p3w #metoo,Mobile multimedia reporting and documentary film. http://t.co/moxGmPx07i,female
132,806065549004460032,Anniversary of Women’s March Electrified by #MeToo Movement https://t.co/R2qaABkJav https://t.co/ONPhfe541x, ,female
133,41093795,"#MeToo isn’t enough. Now women need to get ugly | Barbara Kingsolver https://t.co/dowcp5uu1b. 

#TheBigPush… https://t.co/pGDoBdYbH7","Original fiction, graphic novels, political nonfiction: independent publishing for new ways of seeing.",female
